"speaker","congress","first.name","last.name","state","party","speaker.name","speakerID","stateName","retiring","running","appointeeRunning","specialElection","female"
"mr roberts",110,"Pat","Roberts","KS","R","Roberts (KS)",181,"Kansas",0,1,0,0,0
"mr roberts",111,"Pat","Roberts","KS","R","Roberts (KS)",181,"Kansas",0,0,0,0,0
"mr roberts",112,"Pat","Roberts","KS","R","Roberts (KS)",181,"Kansas",0,0,0,0,0
"mr roberts",113,"Pat","Roberts","KS","R","Roberts (KS)",181,"Kansas",0,1,0,0,0
"mr rockefeller",104,"John D. IV","Rockefeller","WV","D","Rockefeller (WV)",182,"West Virginia",0,1,0,0,0
"mr rockefeller",105,"John D. IV","Rockefeller","WV","D","Rockefeller (WV)",182,"West Virginia",0,0,0,0,0
"mr rockfeller",106,"John D. IV","Rockefeller","WV","D","Rockefeller (WV)",182,"West Virginia",0,0,0,0,0
"mr rockefeller",107,"John D. IV","Rockefeller","WV","D","Rockefeller (WV)",182,"West Virginia",0,1,0,0,0
"mr rockefeller",108,"John D. IV","Rockefeller","WV","D","Rockefeller (WV)",182,"West Virginia",0,0,0,0,0
"mr rockefeller",109,"John D. IV","Rockefeller","WV","D","Rockefeller (WV)",182,"West Virginia",0,0,0,0,0
"mr rockefeller",110,"John D. IV","Rockefeller","WV","D","Rockefeller (WV)",182,"West Virginia",0,1,0,0,0
"mr rockefeller",111,"John D. IV","Rockefeller","WV","D","Rockefeller (WV)",182,"West Virginia",0,0,0,0,0
"mr rockefeller",112,"John D. IV","Rockefeller","WV","D","Rockefeller (WV)",182,"West Virginia",0,0,0,0,0
"mr rockefeller",113,"John D. IV","Rockefeller","WV","D","Rockefeller (WV)",182,"West Virginia",1,0,0,0,0
"mr roth",104,"William V., Jr.","Roth","DE","R","Roth (DE)",183,"Delaware",0,0,0,0,0
"mr roth",105,"William V., Jr.","Roth","DE","R","Roth (DE)",183,"Delaware",0,0,0,0,0
"mr roth",106,"William V., Jr.","Roth","DE","R","Roth (DE)",183,"Delaware",0,1,0,0,0
"mr rubio",112,"Marco","Rubio","FL","R","Rubio (FL)",184,"Florida",0,0,0,0,0
"mr rubio",113,"Marco","Rubio","FL","R","Rubio (FL)",184,"Florida",0,0,0,0,0
"mr salazar",109,"Ken","Salazar","CO","D","Salazar (CO)",185,"Colorado",0,0,0,0,0
"mr salazar",110,"Ken","Salazar","CO","D","Salazar (CO)",185,"Colorado",0,0,0,0,0
"mr salazar",111,"Ken","Salazar","CO","D","Salazar (CO)",185,"Colorado",0,0,0,0,0
"mr sanders",110,"Bernie","Sanders","VT","I","Sanders (VT)",186,"Vermont",0,0,0,0,0
"mr sanders",111,"Bernie","Sanders","VT","I","Sanders (VT)",186,"Vermont",0,0,0,0,0
"mr sanders",112,"Bernie","Sanders","VT","I","Sanders (VT)",186,"Vermont",0,1,0,0,0
"mr sanders",113,"Bernie","Sanders","VT","I","Sanders (VT)",186,"Vermont",0,0,0,0,0
"mr santorum",104,"Rick","Santorum","PA","R","Santorum (PA)",187,"Pennsylvania",0,0,0,0,0
"mr santorum",105,"Rick","Santorum","PA","R","Santorum (PA)",187,"Pennsylvania",0,0,0,0,0
"ms santorum",106,"Rick","Santorum","PA","R","Santorum (PA)",187,"Pennsylvania",0,1,0,0,0
"mr santorum",107,"Rick","Santorum","PA","R","Santorum (PA)",187,"Pennsylvania",0,0,0,0,0
"mr santorum",108,"Rick","Santorum","PA","R","Santorum (PA)",187,"Pennsylvania",0,0,0,0,0
"mr santorum",109,"Rick","Santorum","PA","R","Santorum (PA)",187,"Pennsylvania",0,1,0,0,0
"mr sarbanes",104,"Paul","Sarbanes","MD","D","Sarbanes (MD)",188,"Maryland",0,0,0,0,0
"mr sarbanes",105,"Paul","Sarbanes","MD","D","Sarbanes (MD)",188,"Maryland",0,0,0,0,0
"mr sarbanes",106,"Paul","Sarbanes","MD","D","Sarbanes (MD)",188,"Maryland",0,1,0,0,0
"mr sarbanes",107,"Paul","Sarbanes","MD","D","Sarbanes (MD)",188,"Maryland",0,0,0,0,0
"mr sarbanes",108,"Paul","Sarbanes","MD","D","Sarbanes (MD)",188,"Maryland",0,0,0,0,0
"mr sarbanes",109,"Paul","Sarbanes","MD","D","Sarbanes (MD)",188,"Maryland",1,0,0,0,0
"mr schatz",113,"Brian E.","Schatz","HI","D","Schatz (HI)",189,"Hawaii",0,0,1,0,0
"mr schumer",106,"Charles","Schumer","NY","D","Schumer (NY)",190,"New York",0,0,0,0,0
"mr schumer",107,"Charles","Schumer","NY","D","Schumer (NY)",190,"New York",0,0,0,0,0
"mr schumer",108,"Charles","Schumer","NY","D","Schumer (NY)",190,"New York",0,1,0,0,0
"mr schumer",109,"Charles","Schumer","NY","D","Schumer (NY)",190,"New York",0,0,0,0,0
"mr schumer",110,"Charles","Schumer","NY","D","Schumer (NY)",190,"New York",0,0,0,0,0
"mr schumer",111,"Charles","Schumer","NY","D","Schumer (NY)",190,"New York",0,1,0,0,0
"mr schumer",112,"Charles","Schumer","NY","D","Schumer (NY)",190,"New York",0,0,0,0,0
"mr schumer",113,"Charles","Schumer","NY","D","Schumer (NY)",190,"New York",0,0,0,0,0
"mr scott",113,"Tim","Scott","SC","R","Scott (SC)",191,"South Carolina",0,0,1,0,0
"mr sessions",105,"Jeff","Sessions","AL","R","Sessions (AL)",192,"Alabama",0,0,0,0,0
"mr sessions",106,"Jeff","Sessions","AL","R","Sessions (AL)",192,"Alabama",0,0,0,0,0
"mr sessions",107,"Jeff","Sessions","AL","R","Sessions (AL)",192,"Alabama",0,1,0,0,0
"mr sessions",108,"Jeff","Sessions","AL","R","Sessions (AL)",192,"Alabama",0,0,0,0,0
"mr sessions",109,"Jeff","Sessions","AL","R","Sessions (AL)",192,"Alabama",0,0,0,0,0
"mr sessions",110,"Jeff","Sessions","AL","R","Sessions (AL)",192,"Alabama",0,1,0,0,0
"mr sessions",111,"Jeff","Sessions","AL","R","Sessions (AL)",192,"Alabama",0,0,0,0,0
"mr sessions",112,"Jeff","Sessions","AL","R","Sessions (AL)",192,"Alabama",0,0,0,0,0
"mr sessions",113,"Jeff","Sessions","AL","R","Sessions (AL)",192,"Alabama",0,1,0,0,0
"mrs shaheen",111,"Jeanne","Shaheen","NH","D","Shaheen (NH)",193,"New Hampshire",0,0,0,0,1
"mrs shaheen",112,"Jeanne","Shaheen","NH","D","Shaheen (NH)",193,"New Hampshire",0,0,0,0,1
"mrs shaheen",113,"Jeanne","Shaheen","NH","D","Shaheen (NH)",193,"New Hampshire",0,1,0,0,1
"mr shelby",104,"Richard","Shelby","AL","R","Shelby (AL)",194,"Alabama",0,0,0,0,0
"mr shelby",105,"Richard","Shelby","AL","R","Shelby (AL)",194,"Alabama",0,1,0,0,0
"mr shelby",106,"Richard","Shelby","AL","R","Shelby (AL)",194,"Alabama",0,0,0,0,0
"mr shelby",107,"Richard","Shelby","AL","R","Shelby (AL)",194,"Alabama",0,0,0,0,0
"mr shelby",108,"Richard","Shelby","AL","R","Shelby (AL)",194,"Alabama",0,1,0,0,0
"mr shelby",109,"Richard","Shelby","AL","R","Shelby (AL)",194,"Alabama",0,0,0,0,0
"mr shelby",110,"Richard","Shelby","AL","R","Shelby (AL)",194,"Alabama",0,0,0,0,0
"mr shelby",111,"Richard","Shelby","AL","R","Shelby (AL)",194,"Alabama",0,1,0,0,0
"mr shelby",112,"Richard","Shelby","AL","R","Shelby (AL)",194,"Alabama",0,0,0,0,0
"mr shelby",113,"Richard","Shelby","AL","R","Shelby (AL)",194,"Alabama",0,0,0,0,0
"mr simon",104,"Paul","Simon","IL","D","Simon (IL)",195,"Illinois",1,0,0,0,0
"mr simpson",104,"Alan K.","Simpson","WY","R","Simpson (WY)",196,"Wyoming",1,0,0,0,0
"mr smith of oregon",105,"Gordon","Smith","OR","R","Smith (OR)",197,"Oregon",0,0,0,0,0
"mr smith of oregon",106,"Gordon","Smith","OR","R","Smith (OR)",197,"Oregon",0,0,0,0,0
"mr smith of oregon",107,"Gordon","Smith","OR","R","Smith (OR)",197,"Oregon",0,1,0,0,0
"mr smith",108,"Gordon","Smith","OR","R","Smith (OR)",197,"Oregon",0,0,0,0,0
"mr smith",109,"Gordon","Smith","OR","R","Smith (OR)",197,"Oregon",0,0,0,0,0
"mr smith",110,"Gordon","Smith","OR","R","Smith (OR)",197,"Oregon",0,1,0,0,0
"mr smith",104,"Robert C.","Smith","NH","R","Smith (NH)",198,"New Hampshire",0,1,0,0,0
"mr smith of new hampshire",105,"Robert C.","Smith","NH","R","Smith (NH)",198,"New Hampshire",0,0,0,0,0
"mr smith of new hampshire",106,"Robert C.","Smith","NH","R","Smith (NH)",198,"New Hampshire",0,0,0,0,0
"mr smith of new hampshire",107,"Robert C.","Smith","NH","R","Smith (NH)",198,"New Hampshire",0,1,0,0,0
"ms snowe",104,"Olympia","Snowe","ME","R","Snowe (ME)",199,"Maine",0,0,0,0,1
"ms snowe",105,"Olympia","Snowe","ME","R","Snowe (ME)",199,"Maine",0,0,0,0,1
"ms snowe",106,"Olympia","Snowe","ME","R","Snowe (ME)",199,"Maine",0,1,0,0,1
"ms snowe",107,"Olympia","Snowe","ME","R","Snowe (ME)",199,"Maine",0,0,0,0,1
"ms snowe",108,"Olympia","Snowe","ME","R","Snowe (ME)",199,"Maine",0,0,0,0,1
"ms snowe",109,"Olympia","Snowe","ME","R","Snowe (ME)",199,"Maine",0,1,0,0,1
"ms snowe",110,"Olympia","Snowe","ME","R","Snowe (ME)",199,"Maine",0,0,0,0,1
"ms snowe",111,"Olympia","Snowe","ME","R","Snowe (ME)",199,"Maine",0,0,0,0,1
"ms snowe",112,"Olympia","Snowe","ME","R","Snowe (ME)",199,"Maine",1,0,0,0,1
"mr specter",104,"Arlen","Specter","PA","R","Specter (PA)",200,"Pennsylvania",0,0,0,0,0
"mr specter",105,"Arlen","Specter","PA","R","Specter (PA)",200,"Pennsylvania",0,1,0,0,0
"mr specter",106,"Arlen","Specter","PA","R","Specter (PA)",200,"Pennsylvania",0,0,0,0,0
"mr specter",107,"Arlen","Specter","PA","R","Specter (PA)",200,"Pennsylvania",0,0,0,0,0
"mr specter",108,"Arlen","Specter","PA","R","Specter (PA)",200,"Pennsylvania",0,1,0,0,0
"mr specter",109,"Arlen","Specter","PA","R","Specter (PA)",200,"Pennsylvania",0,0,0,0,0
"mr specter",110,"Arlen","Specter","PA","R","Specter (PA)",200,"Pennsylvania",0,0,0,0,0
"mr specter",111,"Arlen","Specter","PA","D","Specter (PA)",200,"Pennsylvania",0,1,0,0,0
"ms stabenow",107,"Debbie","Stabenow","MI","D","Stabenow (MI)",201,"Michigan",0,0,0,0,1
"ms stabenow",108,"Debbie","Stabenow","MI","D","Stabenow (MI)",201,"Michigan",0,0,0,0,1
"ms stabenow",109,"Debbie","Stabenow","MI","D","Stabenow (MI)",201,"Michigan",0,1,0,0,1
"ms stabenow",110,"Debbie","Stabenow","MI","D","Stabenow (MI)",201,"Michigan",0,0,0,0,1
"ms stabenow",111,"Debbie","Stabenow","MI","D","Stabenow (MI)",201,"Michigan",0,0,0,0,1
"ms stabenow",112,"Debbie","Stabenow","MI","D","Stabenow (MI)",201,"Michigan",0,1,0,0,1
"ms stabenow",113,"Debbie","Stabenow","MI","D","Stabenow (MI)",201,"Michigan",0,0,0,0,1
"mr stevens",104,"Ted","Stevens","AK","R","Stevens (AK)",202,"Alaska",0,1,0,0,0
"mr stevens",105,"Ted","Stevens","AK","R","Stevens (AK)",202,"Alaska",0,0,0,0,0
"mr stevens",106,"Ted","Stevens","AK","R","Stevens (AK)",202,"Alaska",0,0,0,0,0
"mr stevens",107,"Ted","Stevens","AK","R","Stevens (AK)",202,"Alaska",0,1,0,0,0
"mr stevens",108,"Ted","Stevens","AK","R","Stevens (AK)",202,"Alaska",0,0,0,0,0
"mr stevens",109,"Ted","Stevens","AK","R","Stevens (AK)",202,"Alaska",0,0,0,0,0
"mr stevens",110,"Ted","Stevens","AK","R","Stevens (AK)",202,"Alaska",0,1,0,0,0
"mr sununu",108,"John","Sununu","NH","R","Sununu (NH)",203,"New Hampshire",0,0,0,0,0
"mr sununu",109,"John","Sununu","NH","R","Sununu (NH)",203,"New Hampshire",0,0,0,0,0
"mr sununu",110,"John","Sununu","NH","R","Sununu (NH)",203,"New Hampshire",0,1,0,0,0
"mr talent",108,"James","Talent","MO","R","Talent (MO)",204,"Missouri",0,0,0,0,0
"mr talent",109,"James","Talent","MO","R","Talent (MO)",204,"Missouri",0,1,0,0,0
"mr tester",110,"John","Tester","MT","D","Tester (MT)",205,"Montana",0,0,0,0,0
"mr tester",111,"John","Tester","MT","D","Tester (MT)",205,"Montana",0,0,0,0,0
"mr tester",112,"John","Tester","MT","D","Tester (MT)",205,"Montana",0,1,0,0,0
"mr tester",113,"John","Tester","MT","D","Tester (MT)",205,"Montana",0,0,0,0,0
"mr thomas",104,"Craig","Thomas","WY","R","Thomas (WY)",206,"Wyoming",0,0,0,0,0
"mr thomas",105,"Craig","Thomas","WY","R","Thomas (WY)",206,"Wyoming",0,0,0,0,0
"mr thomas",106,"Craig","Thomas","WY","R","Thomas (WY)",206,"Wyoming",0,1,0,0,0
"mr thomas",107,"Craig","Thomas","WY","R","Thomas (WY)",206,"Wyoming",0,0,0,0,0
"mr thomas",108,"Craig","Thomas","WY","R","Thomas (WY)",206,"Wyoming",0,0,0,0,0
"mr thomas",109,"Craig","Thomas","WY","R","Thomas (WY)",206,"Wyoming",0,1,0,0,0
"mr thomas",110,"Craig","Thomas","WY","R","Thomas (WY)",206,"Wyoming",0,0,0,0,0
"mr thompson",104,"Fred","Thompson","TN","R","Thompson (TN)",207,"Tennessee",0,1,0,0,0
"mr thompson",105,"Fred","Thompson","TN","R","Thompson (TN)",207,"Tennessee",0,0,0,0,0
"mr thompson",106,"Fred","Thompson","TN","R","Thompson (TN)",207,"Tennessee",0,0,0,0,0
"mr thompson",107,"Fred","Thompson","TN","R","Thompson (TN)",207,"Tennessee",1,0,0,0,0
"mr thune",109,"John","Thune","SD","R","Thune (SD)",208,"South Dakota",0,0,0,0,0
"mr thune",110,"John","Thune","SD","R","Thune (SD)",208,"South Dakota",0,0,0,0,0
"mr thune",111,"John","Thune","SD","R","Thune (SD)",208,"South Dakota",0,1,0,0,0
"mr thune",112,"John","Thune","SD","R","Thune (SD)",208,"South Dakota",0,0,0,0,0
"mr thune",113,"John","Thune","SD","R","Thune (SD)",208,"South Dakota",0,0,0,0,0
"mr thurmond",104,"Strom","Thurmond","SC","R","Thurmond (SC)",209,"South Carolina",0,1,0,0,0
"mr thurmond",105,"Strom","Thurmond","SC","R","Thurmond (SC)",209,"South Carolina",0,0,0,0,0
"mr thurmond",106,"Strom","Thurmond","SC","R","Thurmond (SC)",209,"South Carolina",0,0,0,0,0
"mr thurmond",107,"Strom","Thurmond","SC","R","Thurmond (SC)",209,"South Carolina",1,0,0,0,0
"mr toomey",112,"Pat","Toomey","PA","R","Toomey (PA)",210,"Pennsylvania",0,0,0,0,0
"mr toomey",113,"Pat","Toomey","PA","R","Toomey (PA)",210,"Pennsylvania",0,0,0,0,0
"mr torricelli",105,"Robert","Torricelli","NJ","D","Torricelli (NJ)",211,"New Jersey",0,0,0,0,0
"mr torricelli",106,"Robert","Torricelli","NJ","D","Torricelli (NJ)",211,"New Jersey",0,0,0,0,0
"mr torricelli",107,"Robert","Torricelli","NJ","D","Torricelli (NJ)",211,"New Jersey",1,0,0,0,0
"mr udall of colorado",111,"Mark","Udall","CO","D","Udall (CO)",212,"Colorado",0,0,0,0,0
"mr udall of colorado",112,"Mark","Udall","CO","D","Udall (CO)",212,"Colorado",0,0,0,0,0
"mr udall of colorado",113,"Mark","Udall","CO","D","Udall (CO)",212,"Colorado",0,1,0,0,0
"mr udall of new mexico",111,"Tom","Udall","NM","D","Udall (NM)",213,"New Mexico",0,0,0,0,0
"mr udall of new mexico",112,"Tom","Udall","NM","D","Udall (NM)",213,"New Mexico",0,0,0,0,0
"mr udall of new mexico",113,"Tom","Udall","NM","D","Udall (NM)",213,"New Mexico",0,1,0,0,0
"mr vitter",109,"David","Vitter","LA","R","Vitter (LA)",214,"Louisiana",0,0,0,0,0
"mr vitter",110,"David","Vitter","LA","R","Vitter (LA)",214,"Louisiana",0,0,0,0,0
"mr vitter",111,"David","Vitter","LA","R","Vitter (LA)",214,"Louisiana",0,1,0,0,0
"mr vitter",112,"David","Vitter","LA","R","Vitter (LA)",214,"Louisiana",0,0,0,0,0
"mr vitter",113,"David","Vitter","LA","R","Vitter (LA)",214,"Louisiana",0,0,0,0,0
"mr voinovich",106,"George","Voinovich","OH","R","Voinovich (OH)",215,"Ohio",0,0,0,0,0
"mr voinovich",107,"George","Voinovich","OH","R","Voinovich (OH)",215,"Ohio",0,0,0,0,0
"mr voinovich",108,"George","Voinovich","OH","R","Voinovich (OH)",215,"Ohio",0,1,0,0,0
"mr voinovich",109,"George","Voinovich","OH","R","Voinovich (OH)",215,"Ohio",0,0,0,0,0
"mr voinovich",110,"George","Voinovich","OH","R","Voinovich (OH)",215,"Ohio",0,0,0,0,0
"mr voinovich",111,"George","Voinovich","OH","R","Voinovich (OH)",215,"Ohio",1,0,0,0,0
"mr walsh",113,"John","Walsh","MT","D","Walsh (MT)",216,"Montana",0,0,0,0,0
"mr warner",104,"John","Warner","VA","R","Warner (VA)",217,"Virginia",0,1,0,0,0
"mr warner",105,"John","Warner","VA","R","Warner (VA)",217,"Virginia",0,0,0,0,0
"mr warner",106,"John","Warner","VA","R","Warner (VA)",217,"Virginia",0,0,0,0,0
"mr warner",107,"John","Warner","VA","R","Warner (VA)",217,"Virginia",0,1,0,0,0
"mr warner",108,"John","Warner","VA","R","Warner (VA)",217,"Virginia",0,0,0,0,0
"mr warner",109,"John","Warner","VA","R","Warner (VA)",217,"Virginia",0,0,0,0,0
"mr warner",110,"John","Warner","VA","R","Warner (VA)",217,"Virginia",1,0,0,0,0
"mr warner",111,"Mark","Warner","VA","D","Warner (VA)",218,"Virginia",0,0,0,0,0
"mr warner",112,"Mark","Warner","VA","D","Warner (VA)",218,"Virginia",0,0,0,0,0
"mr warner",113,"Mark","Warner","VA","D","Warner (VA)",218,"Virginia",0,1,0,0,0
"ms warren",113,"Elizabeth","Warren","MA","D","Warren (MA)",219,"Massachusetts",0,0,0,0,1
"mr webb",110,"Jim","Webb","VA","D","Webb (VA)",220,"Virginia",0,0,0,0,0
"mr webb",111,"Jim","Webb","VA","D","Webb (VA)",220,"Virginia",0,0,0,0,0
"mr webb",112,"Jim","Webb","VA","D","Webb (VA)",220,"Virginia",1,0,0,0,0
"mr wellstone",104,"Paul","Wellstone","MN","D","Wellstone (MN)",221,"Minnesota",0,1,0,0,0
"mr wellstone",105,"Paul","Wellstone","MN","D","Wellstone (MN)",221,"Minnesota",0,0,0,0,0
"mr wellstone",106,"Paul","Wellstone","MN","D","Wellstone (MN)",221,"Minnesota",0,0,0,0,0
"mr wellstone",107,"Paul","Wellstone","MN","D","Wellstone (MN)",221,"Minnesota",0,1,0,0,0
"mr whitehouse",110,"Sheldon","Whitehouse","RI","D","Whitehouse (RI)",222,"Rhode Island",0,0,0,0,0
"mr whitehouse",111,"Sheldon","Whitehouse","RI","D","Whitehouse (RI)",222,"Rhode Island",0,0,0,0,0
"mr whitehouse",112,"Sheldon","Whitehouse","RI","D","Whitehouse (RI)",222,"Rhode Island",0,1,0,0,0
"mr whitehouse",113,"Sheldon","Whitehouse","RI","D","Whitehouse (RI)",222,"Rhode Island",0,0,0,0,0
"mr wicker",110,"Roger F.","Wicker","MS","R","Wicker (MS)",223,"Mississippi",0,0,1,1,0
"mr wicker",111,"Roger F.","Wicker","MS","R","Wicker (MS)",223,"Mississippi",0,0,0,0,0
"mr wicker",112,"Roger F.","Wicker","MS","R","Wicker (MS)",223,"Mississippi",0,1,0,0,0
"mr wicker",113,"Roger F.","Wicker","MS","R","Wicker (MS)",223,"Mississippi",0,0,0,0,0
"mr wyden",104,"Ron","Wyden","OR","D","Wyden (OR)",224,"Oregon",0,0,0,0,0
"mr wyden",105,"Ron","Wyden","OR","D","Wyden (OR)",224,"Oregon",0,1,0,0,0
"mr wyden",106,"Ron","Wyden","OR","D","Wyden (OR)",224,"Oregon",0,0,0,0,0
"mr wyden",107,"Ron","Wyden","OR","D","Wyden (OR)",224,"Oregon",0,0,0,0,0
"mr wyden",108,"Ron","Wyden","OR","D","Wyden (OR)",224,"Oregon",0,1,0,0,0
"mr wyden",109,"Ron","Wyden","OR","D","Wyden (OR)",224,"Oregon",0,0,0,0,0
"mr wyden",110,"Ron","Wyden","OR","D","Wyden (OR)",224,"Oregon",0,0,0,0,0
"mr wyden",111,"Ron","Wyden","OR","D","Wyden (OR)",224,"Oregon",0,1,0,0,0
"mr wyden",112,"Ron","Wyden","OR","D","Wyden (OR)",224,"Oregon",0,0,0,0,0
"mr wyden",113,"Ron","Wyden","OR","D","Wyden (OR)",224,"Oregon",0,0,0,0,0
